"","mean[1]","mean[2]","mean[3]","p[1]","p[2]","p[3]","r[1]","r[2]","r[3]"
"1",1.97931211863876,3.69212053047003,4.19672648573437,0.876121419283356,0.852248851706433,0.81978773128211,13.9985276918299,21.2966567014616,19.0909581740934
"2",2.23523735692947,3.33717590684163,4.34423382368353,0.87510525598483,0.852480072060787,0.817905829050951,15.6617316032533,19.2846891757982,19.5128385968229
"3",2.00663584649014,4.50930790230939,4.40367053215001,0.885251988814797,0.846173969784653,0.845438122186295,15.4806898662966,24.8050278833613,24.0876404847735
"4",1.95810282722515,3.75001715688105,4.70315442991274,0.883293277866284,0.864779310429809,0.845276142022241,14.8198752654306,23.9825522361665,25.6939316522402
"5",2.07391580827347,3.66606675953686,4.70186062781253,0.898469441658204,0.828519613679461,0.853506268308417,18.3526024946374,17.7128608146294,27.3941244598736
"6",1.86449183834882,4.06078636432167,5.23791663336019,0.920660778313762,0.845178000470038,0.847279785841339,21.63576186621,22.1679561700092,29.0595512049086
"7",2.1998576490402,4.02226881960612,4.51521452916523,0.905490308784845,0.795138467973163,0.839015832772218,21.0766722047305,15.6118166029279,23.532354414534
"8",1.84417640402224,3.91764410741616,4.50170849946816,0.922422589615616,0.798513438241397,0.797718724509316,21.9279035724121,15.5260551309966,17.752988523517
"9",2.17219392778427,3.51513459319192,4.65339884670701,0.911487731592266,0.738596303744494,0.753378324063314,22.3689681829641,9.9320149442656,14.2151731432979
"10",1.80146699440833,4.0041297516854,4.31080921487513,0.92107757742988,0.750184006329328,0.741497532127696,21.024327447061,12.0241865016125,12.365276125264
"11",2.18738190627097,3.59336264011718,4.74941546311693,0.914281866457771,0.729862256685096,0.758297322845565,23.3309281161159,9.70860174302471,14.90041017817
"12",2.06972603664778,3.5471743975989,4.72598618853565,0.932594621904928,0.743092550700673,0.788484016460893,28.6359252799064,10.2600328565046,17.6174136314683
"13",1.82715147126792,3.79734588108679,4.49273901408869,0.931643779768078,0.738399356468128,0.832878072866278,24.9026979128654,10.7184665795356,22.390262463592
"14",1.61781207280516,3.7877730682113,4.22496778651682,0.922361494107303,0.673268183065035,0.841007452415838,19.2199417479745,7.80513852437242,22.3484021651808
"15",2.02150682660567,3.32459084135001,4.45882987007135,0.922210622467378,0.749402448929638,0.849999612846802,23.965419547216,9.94206251240341,25.2666258750359
"16",2.00186283268014,4.14675629526743,4.27310142650647,0.922936708834168,0.707196656766332,0.792768981405829,23.9750037453684,10.0155010391994,16.3468880687662
"17",2.07914079997568,4.021140228571,4.89970247957505,0.911363990581594,0.692347972051174,0.735396467617762,21.3779260695526,9.04927655164886,13.617444421159
"18",1.94115603899939,3.82806306377883,4.67232412760849,0.932094148032431,0.717383881217573,0.737846436872951,26.6448344574672,9.71703507241726,13.1505277607106
"19",1.89514187739787,4.25527540374612,4.37962368437429,0.950537071480191,0.727789881294034,0.768961383123832,36.4192469812984,11.37704357093,14.5766172401534
"20",2.20037953345366,3.65052031382863,4.32828229755028,0.933742228844425,0.762337735938003,0.773940764572157,31.0090009675461,11.7095972388525,14.8183908713584
"21",1.7083718488705,3.95067400940202,4.30173784655375,0.910400875435778,0.754520283960139,0.751628561896317,17.3584645424381,12.1430141907282,13.0180388532051
"22",1.93634753034492,3.21920864605701,4.36384394392423,0.90928203099286,0.802522973941844,0.686763871933473,19.4083491327001,13.0824782403405,9.56763953743654
"23",1.98514626089013,4.36079490898978,5.07843772613426,0.919426425839703,0.80928867413818,0.674999868363333,22.6525377636608,18.5051512496007,10.5475181790519
"24",2.100191702667,3.70330927509936,4.52628135137442,0.922226140846039,0.835445970545004,0.717319766856338,24.9036335609023,18.8018173836932,11.485737957645
"25",1.81672826716511,3.34150780128621,4.76065670773741,0.933196649643943,0.858053734276207,0.731711934935641,25.3784387039835,20.1991453060543,12.9839146230648
"26",2.17557764599477,3.53463994958359,4.07085842503647,0.921403330840184,0.872751436427607,0.742510010474414,25.5047002748293,24.2428048431248,11.7389151220317
"27",1.86741681298765,3.46735674471522,4.79524081690823,0.906686318939908,0.89275073785675,0.763191020906663,18.1448342500166,28.8625322953042,15.4541637253841
"28",2.08399362484216,3.82533083405888,4.97909833019241,0.87454492452158,0.86542117899874,0.756777562153153,14.527479580964,24.5991330273319,15.4922791227697
"29",2.10791427061115,3.81362719834248,4.47046995826595,0.847670259403771,0.859989700553493,0.714112529577375,11.7299237140177,23.4245632306376,11.1666964822825
"30",1.83248320486638,3.92379432304198,4.46225841211729,0.867004093709936,0.84333652125683,0.700090916065898,11.9460101035647,21.1222110032826,10.416445338976
"31",2.08681269824038,4.42767802423371,4.34070073852215,0.870826401511998,0.81050927755598,0.684432505252697,14.0682896033667,18.9385214768619,9.41452060326418
"32",2.08638807322132,4.06562812921918,4.58000394689029,0.885473805700175,0.840621892366781,0.699725985973038,16.1311741707422,21.4436980235013,10.672744319495
"33",1.7596887930677,4.23898920078504,4.35734371375488,0.871269563681674,0.853547305346519,0.717891638193341,11.9098740810635,24.7054369213483,11.0882945716539
"34",2.02250568607004,3.83896550339528,4.18569905087653,0.861508693112523,0.853345196794964,0.7285316406826,12.5813400824828,22.3379166681902,11.2330372666868
"35",1.91746026909651,3.8041485688596,4.02211802116277,0.890627520359146,0.82873193144754,0.704397725902318,15.6140090309767,18.4075141246703,9.58440118928708
"36",1.88850370203347,3.98670116474886,4.56105518533098,0.889500825950546,0.84323463806919,0.721972584875104,15.2021552850488,21.4443067801595,11.8440003495056
"37",1.96421527839565,3.67675845898117,4.91955552148209,0.904995710285368,0.806392594165052,0.705707427483091,18.7108014423823,15.3140360466569,11.7969911429752
"38",1.98351233853036,3.49561267569971,4.78013404401727,0.917771425685141,0.834240841719217,0.737538934749703,22.1384228288649,17.59289134396,13.4326017743742
"39",2.12818354699887,3.04481198208341,4.01563430782609,0.921524082046573,0.840601575375503,0.791428678749087,24.9907543705148,16.0570830915739,15.2374168007453
"40",2.04575113372686,3.04044128769368,4.12231880942505,0.902833991514365,0.822139980488416,0.803518490764162,19.0084340243401,14.0541328388747,16.8583771627186
"41",2.21970021050915,3.50106098129383,3.99921549596822,0.911031966097527,0.808109803556436,0.830073111904231,22.7297126644836,14.7440658995029,19.5357032022092
"42",1.93976958965022,3.37396602612918,4.50925199703054,0.915229807832081,0.793403809089484,0.759278069287135,20.9429152320118,12.95724517026,14.2229506887696
"43",2.14790265414793,4.026755318544,3.72051196521006,0.89596813164821,0.788525077156787,0.777354554986956,18.498680822414,15.0145346103306,12.9899667288054
"44",2.10091049725271,3.76410680981604,4.17898948282238,0.892864479121137,0.797769503327895,0.755537848428249,17.5089301981427,14.8488465862246,12.9156382783827
"45",1.94560003506658,3.58118194101336,4.99037079583643,0.918805322852607,0.802099729807348,0.756550546284954,22.0165623063727,14.5147101844857,15.5082202656066
"46",2.12597409568692,3.85897477823936,4.59129250531603,0.916387821382048,0.840886820428698,0.784357290824269,23.3006339753827,20.3940430335886,16.6999096079652
"47",1.96299898193318,3.76530524761646,4.62133633548691,0.907374397596207,0.809913304679536,0.78214696103597,19.2298346514251,16.0430524139684,16.5917546430142
"48",1.97642095244005,3.84963348593636,4.76421932345101,0.917401830857052,0.803942304723141,0.784506123793195,21.9517238593361,15.7855737957782,17.3441552035304
"49",1.82289426787971,3.89665420192663,3.9415376289709,0.921129782730862,0.815975407934468,0.768241091090092,21.2896865135226,17.2779842428037,13.065522196734
"50",2.03883096014848,3.41857667621505,3.95178183274988,0.903227384937191,0.817547434327079,0.763098986018816,19.0294326062045,15.3182202748536,12.7293702076704
"51",1.75085985733866,2.53315809651693,4.38611252987939,0.899654790348536,0.821148010346226,0.743318357304665,15.6975052755865,11.6302744793279,12.701640547521
"52",1.81448185982958,3.13489700549632,4.48614090602123,0.922510878826804,0.798654939236705,0.776423662072572,21.6014742428862,12.4348765643742,15.5792244524427
"53",1.74207018490104,4.17570710091027,4.60865776477722,0.879174986342758,0.789224997777172,0.754350775474198,12.6760551036503,15.6354994315218,14.1524752030704
"54",1.71549433454742,3.66702285619817,4.95687078858855,0.900055857666267,0.809782315150322,0.785562340959985,15.4490367173981,15.611010409195,18.1588021336922
"55",2.02875488055225,4.06156556477667,4.68171602942392,0.884998892499759,0.822007942977078,0.776059512967883,15.6124220146181,18.7572367610688,16.2243563448515
"56",2.23094968317404,3.96867045858218,4.44067713868466,0.889384417302132,0.837974526156946,0.795543501647116,17.9375440205349,20.5254437350072,17.2787456943339
"57",1.7962303339267,3.44518951078256,3.61063405277746,0.908735618572403,0.852871389995704,0.823398548915049,17.8853837397051,19.9709870620945,16.8344643911794
"58",1.9704439604644,3.39763427760684,4.88949009929497,0.912951832391427,0.864645860114823,0.798704872569924,20.6658046200322,21.7041784965655,19.4006661589256
"59",1.99218849220638,3.64754519724207,4.42373918728327,0.904558090374115,0.850416345260586,0.817056492412752,18.8811207281917,20.7371056765206,19.7571636806337
"60",2.13863992228845,3.83799390537317,4.96871931701664,0.931825262647574,0.856768330323835,0.817067043652991,29.2313367779202,22.9577134549512,22.1927031857247
"61",2.03430948021382,4.14971605734634,4.4707833547203,0.927946432168521,0.811176915828311,0.841074603933184,26.1989833523038,17.8270251634102,23.6605503739725
"62",2.07389751905351,3.59764087866246,4.87185402965771,0.913979996094028,0.82660356474202,0.765766657441482,22.0355819610972,17.1504262503409,15.9272942745193
"63",2.0947711368796,3.86509948474137,4.01316666672884,0.918598015075472,0.837308271028656,0.805694175001782,23.6388905032115,19.8920976953449,16.640700332707
"64",2.34883341554208,3.84492918448591,4.46300976553326,0.887059112641618,0.802863183418763,0.816862900085392,18.4481823550954,15.6589324034457,19.906764396088
